今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,日付,race_id
8,エスコーラ,2021年9月4日,小倉,3歳上1勝クラス,芝1800,稍重,11.0,1.0,1,川田 将雅,,504,1:47.9,,,,
8,エスコーラ,2021年7月3日,小倉,3歳未勝利,芝1800,良,16.0,1.0,1,川田 将雅,,506,1:43.8,,,,
8,エスコーラ,2021年1月24日,中京,3歳新馬,芝1600,不良,15.0,1.0,4,川田 将雅,,496,1:37.4,,,,
9,テンエースワン,2026年5月9日,京都,4歳上1勝クラス,ダ1900,良,11.0,3.0,1,M.デムーロ,,474,1:59.1,,,,
9,テンエースワン,2026年3月28日,中京,ロイヤルBS,ダ1900,稍重,9.0,6.0,7,高杉 吏麒,,474,2:01.7,,,,
9,テンエースワン,2026年3月8日,阪神,4歳上1勝クラス,ダ2000,良,9.0,2.0,3,岩田 望来,,480,2:07.8,,,,
9,テンエースワン,2026年1月18日,京都,4歳上1勝クラス,ダ1900,良,11.0,7.0,4,岩田 望来,,480,2:00.9,,,,
9,テンエースワン,2026年1月11日,京都,4歳上1勝クラス,ダ1800,良,14.0,9.0,7,坂井 瑠星,,486,1:54.7,,,,
9,テンエースワン,2025年11月30日,京都,3歳上1勝クラス,ダ1800,良,16.0,11.0,9,荻野 琢真,,484,1:53.3,,,,
9,テンエースワン,2025年8月10日,中京,3歳上1勝クラス,ダ1900,良,13.0,6.0,9,永島 まなみ,,472,2:02.8,,,,
9,テンエースワン,2025年5月10日,京都,4歳上1勝クラス,ダ1800,重,8.0,4.0,6,坂井 瑠星,,472,1:52.1,,,,
9,テンエースワン,2025年4月13日,阪神,4歳上1勝クラス,ダ1800,稍重,10.0,3.0,2,坂井 瑠星,,474,1:54.4,,,,
9,テンエースワン,2025年1月13日,中京,4歳上1勝クラス,ダ1900,良,16.0,3.0,13,角田 大和,,480,2:03.1,,,,
9,テンエースワン,2024年12月28日,京都,3歳上1勝クラス,ダ1800,良,16.0,9.0,3,角田 大和,,482,1:54.1,,,,
9,テンエースワン,2024年10月5日,京都,3歳上1勝クラス,ダ1800,稍重,10.0,5.0,9,荻野 琢真,,470,1:54.8,,,,
9,テンエースワン,2023年12月28日,中山,ホープフルS,芝2000,良,16.0,15.0,13,横山 和生,,478,2:02.0,,,,
9,テンエースワン,2023年11月5日,京都,もちの木賞,ダ1800,良,11.0,2.0,3,横山 和生,,480,1:53.2,,,,
9,テンエースワン,2023年10月22日,京都,2歳未勝利,ダ1800,良,11.0,3.0,1,岩田 望来,,486,1:55.0,,,,
9,テンエースワン,2023年7月30日,新潟,2歳新馬,芝1800,良,9.0,5.0,3,岩田 望来,,478,1:47.6,,,,
9,タガノアニマシオン,2026年3月15日,阪神,4歳上2勝クラス,ダ1800,良,11.0,3.0,4,吉村 誠之助,,470,1:53.4,,,,
9,タガノアニマシオン,2026年2月22日,阪神,4歳上1勝クラス,ダ1800,良,15.0,3.0,1,吉村 誠之助,,476,1:54.2,,,,
9,タガノアニマシオン,2025年9月13日,阪神,3歳上1勝クラス,ダ1800,良,14.0,2.0,3,松山 弘平,,470,1:53.6,,,,
9,タガノアニマシオン,2025年7月3日,船橋,NTレイン特,ダ1600,良,11.0,,5,城戸 義政,,465,1:44.8,,,,
9,ケイアイアルタイル,2026年5月17日,東京,青梅特別,ダ1600,良,15.0,2.0,8,松山 弘平,,528,1:38.1,,,,
9,ケイアイアルタイル,2026年4月19日,中山,利根川特別,ダ1800,良,11.0,9.0,2,松山 弘平,,532,1:53.1,,,,
9,ケイアイアルタイル,2026年3月15日,阪神,4歳上2勝クラス,ダ1800,良,11.0,5.0,8,酒井 学,,530,1:54.4,,,,
9,ケイアイアルタイル,2026年2月21日,小倉,4歳上1勝クラス,ダ1700,良,16.0,6.0,1,菊沢 一樹,,526,1:46.7,,,,
9,ケイアイアルタイル,2025年12月14日,中京,大須特別,ダ1800,稍重,12.0,10.0,3,藤懸 貴志,,530,1:55.1,,,,
9,ケイアイアルタイル,2025年11月26日,名古,ディアナ賞,ダ1500,良,12.0,,3,藤懸 貴志,,532,1:36.1,,,,
9,ケイアイアルタイル,2025年7月12日,小倉,3歳上1勝クラス,ダ1700,良,16.0,15.0,13,城戸 義政,,532,1:49.0,,,,
9,ケイアイアルタイル,2024年10月26日,京都,3歳上1勝クラス,ダ1800,良,8.0,4.0,7,藤懸 貴志,,520,1:54.4,,,,
9,ケイアイアルタイル,2024年6月22日,京都,3歳上1勝クラス,ダ1800,稍重,16.0,5.0,16,松山 弘平,,522,1:57.6,,,,
9,エンマ,2026年6月21日,阪神,3歳上2勝クラス,ダ1800,重,13.0,7.0,6,高倉 稜,,480,1:53.3,,,,
9,エンマ,2026年5月31日,京都,與杼特別,ダ1800,良,10.0,8.0,9,高倉 稜,,482,1:52.7,,,,
9,エンマ,2026年3月28日,阪神,4歳上2勝クラス,ダ2000,良,14.0,5.0,8,高倉 稜,,476,2:06.7,,,,
9,エンマ,2026年3月15日,阪神,4歳上2勝クラス,ダ1800,良,11.0,6.0,3,高倉 稜,,474,1:53.0,,,,
9,エンマ,2026年2月28日,阪神,松籟S,芝3000,良,9.0,8.0,9,高倉 稜,,472,3:08.4,,,,
9,エンマ,2026年1月18日,京都,4歳上1勝クラス,ダ1900,良,11.0,4.0,1,高倉 稜,,466,2:00.4,,,,
9,エンマ,2026年1月5日,京都,4歳上1勝クラス,ダ1800,良,15.0,11.0,5,高倉 稜,,468,1:53.2,,,,
9,エンマ,2025年12月20日,中京,3歳上1勝クラス,ダ1800,稍重,16.0,4.0,9,森田 誠也,,472,1:55.1,,,,
9,エンマ,2025年12月13日,中京,3歳上1勝クラス,ダ1900,良,12.0,3.0,2,藤岡 佑介,,470,2:01.3,,,,
9,エンマ,2025年11月2日,京都,3歳上1勝クラス,ダ1800,稍重,14.0,8.0,4,高倉 稜,,470,1:52.6,,,,
9,エンマ,2025年10月19日,新潟,3歳上1勝クラス,ダ2500,重,15.0,2.0,9,富田 暁,,462,2:44.0,,,,
9,エンマ,2025年8月2日,中京,3歳上1勝クラス,ダ1800,良,10.0,4.0,4,松山 弘平,,464,1:54.5,,,,
9,エンマ,2025年7月20日,小倉,3歳上1勝クラス,芝1800,良,10.0,5.0,7,高倉 稜,,462,1:50.5,,,,
9,エンマ,2025年6月15日,阪神,3歳上1勝クラス,ダ1800,重,16.0,5.0,7,藤岡 佑介,,470,1:52.9,,,,
9,エンマ,2025年3月2日,中山,3歳1勝クラス,ダ1800,良,16.0,5.0,9,藤岡 佑介,,464,1:55.2,,,,
9,エンマ,2025年1月11日,中京,3歳未勝利,ダ1800,良,16.0,6.0,1,藤岡 佑介,,466,1:53.8,,,,
9,エンマ,2024年12月28日,京都,2歳未勝利,ダ1800,良,16.0,7.0,3,藤岡 佑介,,464,1:55.1,,,,
9,エンマ,2024年10月20日,新潟,2歳未勝利,芝2000,稍重,10.0,4.0,3,古川 吉洋,,462,2:03.8,,,,
9,エンマ,2024年9月29日,中京,2歳未勝利,芝2000,重,9.0,3.0,3,藤岡 佑介,,462,2:08.0,,,,
9,エンマ,2024年9月15日,中京,2歳新馬,芝2000,稍重,9.0,4.0,3,C.ルメール,,462,2:04.1,,,,
9,ブルックリンダンス,2026年5月31日,京都,與杼特別,ダ1800,良,10.0,6.0,4,亀田 温心,,490,1:51.8,,,,
9,ブルックリンダンス,2026年3月21日,阪神,4歳上2勝クラス,ダ1800,良,12.0,2.0,10,坂井 瑠星,,490,1:53.7,,,,
9,ブルックリンダンス,2026年2月1日,京都,衣笠特別,ダ1800,良,11.0,2.0,7,横山 武史,,492,1:52.6,,,,
9,ブルックリンダンス,2026年1月4日,京都,天ケ瀬特別,ダ1800,良,13.0,5.0,5,亀田 温心,,496,1:53.3,,,,
9,ホウショウルクス,2026年6月27日,小倉,3歳上1勝クラス,ダ1700,重,16.0,2.0,1,松若 風馬,,440,1:43.9,,,,
9,ホウショウルクス,2026年3月15日,中京,昇竜S,ダ1400,良,12.0,10.0,6,松若 風馬,,446,1:24.7,,,,
9,トモジャザーン,2026年6月3日,名古,ネプチューン,ダ1500,重,12.0,,1,今井 貴大,,506,1:33.1,,,,
9,トモジャザーン,2026年1月31日,京都,4歳上1勝クラス,ダ1900,良,10.0,5.0,2,菱田 裕二,,492,2:00.7,,,,
9,トモジャザーン,2026年1月5日,京都,4歳上1勝クラス,ダ1800,良,15.0,5.0,6,国分 優作,,500,1:53.4,,,,
9,トモジャザーン,2025年12月6日,阪神,3歳上1勝クラス,ダ1800,良,14.0,5.0,3,国分 優作,,498,1:53.8,,,,
9,トモジャザーン,2025年11月15日,京都,3歳上1勝クラス,ダ1800,良,16.0,9.0,7,田口 貫太,,494,1:52.9,,,,
9,トモジャザーン,2025年7月13日,函館,3歳上1勝クラス,ダ1700,良,12.0,6.0,4,川又 賢治,,496,1:46.0,,,,
9,トモジャザーン,2025年7月6日,函館,3歳上1勝クラス,ダ1700,稍重,13.0,5.0,9,古川 吉洋,,494,1:46.9,,,,
9,トモジャザーン,2025年6月21日,函館,3歳上1勝クラス,ダ1700,良,8.0,3.0,5,古川 吉洋,,502,1:46.5,,,,
9,トモジャザーン,2025年6月15日,函館,3歳上1勝クラス,ダ1700,良,11.0,2.0,6,古川 吉洋,,504,1:47.0,,,,
9,トモジャザーン,2025年3月23日,阪神,4歳上1勝クラス,ダ1800,良,14.0,1.0,3,田口 貫太,,504,1:54.8,,,,
9,トモジャザーン,2025年3月1日,阪神,4歳上1勝クラス,ダ1800,良,16.0,3.0,3,田口 貫太,,508,1:54.1,,,,
9,ショウナンバンライ,2026年6月20日,阪神,3歳上1勝クラス,ダ1800,稍重,16.0,6.0,1,田山 旺佑,,478,1:51.2,,,,
9,ショウナンバンライ,2026年3月21日,阪神,若葉S,芝2000,良,12.0,10.0,10,北村 友一,,474,2:00.4,,,,
9,プウスカンドゥール,2026年7月5日,小倉,九スポ杯,ダ1700,不良,16.0,11.0,5,中井 裕二,,462,1:43.7,,,,
9,プウスカンドゥール,2026年5月3日,新潟,咲花特別,ダ1800,稍重,12.0,6.0,7,中井 裕二,,464,1:54.5,,,,
9,プウスカンドゥール,2026年4月19日,阪神,4歳上2勝クラス,ダ1800,良,10.0,9.0,3,中井 裕二,,462,1:53.3,,,,
9,プウスカンドゥール,2026年2月28日,小倉,早鞆特別,ダ1700,重,16.0,11.0,9,横山 琉人,,468,1:43.6,,,,
9,プウスカンドゥール,2026年1月31日,小倉,平尾台特別,ダ1700,良,16.0,16.0,2,中井 裕二,,462,1:45.5,,,,
9,プウスカンドゥール,2025年12月7日,中京,犬山特別,ダ1800,良,16.0,14.0,10,中井 裕二,,460,1:54.3,,,,
9,プウスカンドゥール,2025年10月12日,京都,3歳上2勝クラス,ダ1800,良,14.0,11.0,12,中井 裕二,,460,1:53.3,,,,
9,プウスカンドゥール,2025年8月10日,中京,揖斐川特別,ダ1800,良,12.0,12.0,9,国分 優作,,468,1:54.5,,,,
9,プウスカンドゥール,2025年7月19日,小倉,熊本城特別,ダ1700,重,16.0,9.0,8,国分 優作,,456,1:45.1,,,,
9,プウスカンドゥール,2025年7月12日,小倉,八女特別,ダ1700,良,13.0,10.0,4,国分 優作,,462,1:47.9,,,,
9,プウスカンドゥール,2025年5月11日,新潟,五泉特別,ダ1800,稍重,15.0,14.0,7,長浜 鴻緒,,452,1:54.1,,,,
9,プウスカンドゥール,2025年3月30日,中京,鈴鹿特別,ダ1400,良,16.0,11.0,15,佐々木 大輔,,452,1:26.5,,,,
9,プウスカンドゥール,2025年1月25日,中京,4歳上2勝クラス,ダ1400,良,16.0,13.0,10,A.ルメートル,,460,1:25.2,,,,
9,プウスカンドゥール,2025年1月13日,中京,4歳上1勝クラス,ダ1400,良,16.0,1.0,1,A.ルメートル,,462,1:26.5,,,,
9,プウスカンドゥール,2024年12月1日,中京,3歳上1勝クラス,ダ1400,良,16.0,2.0,4,国分 優作,,464,1:25.8,,,,
9,プウスカンドゥール,2024年11月17日,京都,3歳上1勝クラス,ダ1400,良,16.0,9.0,3,国分 優作,,460,1:25.0,,,,
9,プウスカンドゥール,2024年9月16日,中京,3歳上1勝クラス,芝1400,良,18.0,11.0,10,国分 優作,,456,1:21.7,,,,
9,プウスカンドゥール,2024年8月24日,中京,3歳上1勝クラス,芝1400,良,18.0,14.0,6,国分 優作,,452,1:20.7,,,,
9,プウスカンドゥール,2024年3月9日,中京,4歳上1勝クラス,芝1400,良,18.0,6.0,5,団野 大成,,444,1:21.8,,,,
9,プウスカンドゥール,2024年2月11日,小倉,4歳上1勝クラス,芝1800,良,13.0,4.0,4,吉田 隼人,,442,1:49.4,,,,
9,プウスカンドゥール,2023年9月2日,新潟,3歳上1勝クラス,芝1600,良,18.0,5.0,12,坂井 瑠星,,452,1:35.2,,,,
9,プウスカンドゥール,2023年8月19日,新潟,3歳上1勝クラス,芝1800,良,14.0,8.0,4,石川 裕紀人,,442,1:46.4,,,,
9,プウスカンドゥール,2023年7月8日,中京,3歳上1勝クラス,芝1600,良,16.0,9.0,9,角田 大河,,442,1:34.0,,,,
9,プウスカンドゥール,2023年4月2日,阪神,3歳1勝クラス,芝1600,良,12.0,9.0,5,角田 大河,,438,1:33.6,,,,
9,プウスカンドゥール,2023年3月12日,阪神,Fレビュー,芝1400,良,18.0,12.0,11,角田 大河,,444,1:21.3,,,,
9,プウスカンドゥール,2023年1月15日,中京,紅梅S,芝1400,稍重,10.0,9.0,8,吉田 隼人,,446,1:22.8,,,,
9,プウスカンドゥール,2022年12月18日,中京,2歳新馬,芝1400,良,18.0,8.0,1,横山 琉人,,444,1:23.0,,,,
9,サンライズケヴィン,2026年5月9日,東京,青竜S,ダ1600,良,15.0,8.0,14,松若 風馬,,494,1:40.4,,,,
9,サンライズケヴィン,2026年3月28日,中山,伏竜S,ダ1800,重,10.0,7.0,5,松若 風馬,,490,1:52.5,,,,
9,ルフトクス,2026年6月13日,東京,夏至S,ダ1600,稍重,16.0,15.0,15,丸田 恭介,,490,1:36.8,,,,
9,ルフトクス,2025年7月12日,小倉,八女特別,ダ1700,良,13.0,1.0,1,松山 弘平,,462,1:47.4,,,,
9,ルフトクス,2025年6月15日,阪神,逆瀬川特別,ダ1800,重,16.0,7.0,3,北村 友一,,468,1:51.9,,,,
9,ルフトクス,2025年5月4日,新潟,咲花特別,ダ1800,稍重,14.0,1.0,8,亀田 温心,,472,1:54.7,,,,
9,ルフトクス,2025年3月9日,阪神,4歳上2勝クラス,ダ1800,良,12.0,9.0,2,北村 友一,,460,1:56.1,,,,
9,ルフトクス,2025年2月16日,小倉,4歳上1勝クラス,ダ1700,良,14.0,1.0,1,佐々木 大輔,,460,1:46.0,,,,
9,ルフトクス,2025年1月11日,中京,4歳上1勝クラス,ダ1800,良,16.0,5.0,2,亀田 温心,,454,1:53.3,,,,
9,ルフトクス,2024年12月8日,中京,3歳上1勝クラス,ダ1800,良,11.0,5.0,2,亀田 温心,,458,1:53.7,,,,
9,ルフトクス,2024年8月31日,中京,3歳上1勝クラス,ダ1400,不良,13.0,7.0,6,吉村 誠之助,,460,1:24.6,,,,
9,ルフトクス,2024年7月13日,小倉,3歳上1勝クラス,ダ1700,良,16.0,7.0,4,吉村 誠之助,,452,1:46.4,,,,
9,ルフトクス,2024年4月14日,阪神,3歳1勝クラス,ダ1800,良,15.0,4.0,10,亀田 温心,,448,1:55.9,,,,
9,ルフトクス,2024年2月10日,小倉,3歳未勝利,ダ1700,稍重,14.0,1.0,1,亀田 温心,,454,1:47.2,,,,
9,ルフトクス,2023年12月17日,阪神,2歳未勝利,芝1600,稍重,12.0,5.0,4,松山 弘平,,456,1:36.1,,,,
9,ルフトクス,2023年10月21日,京都,2歳新馬,芝1400,良,18.0,2.0,7,松山 弘平,,454,1:23.3,,,,
9,レアンダー,2026年5月17日,京都,栗東S,ダ1400,良,16.0,13.0,14,川須 栄彦,,472,1:25.5,,,,
9,レアンダー,2026年5月3日,新潟,越後S,ダ1200,稍重,15.0,14.0,14,亀田 温心,,458,1:12.3,,,,
9,レアンダー,2026年4月11日,福島,吾妻小富士S,ダ1700,良,15.0,8.0,14,古川 吉洋,,460,1:46.3,,,,
9,レアンダー,2025年11月16日,福島,福島民友C,ダ1700,良,15.0,5.0,15,国分 優作,,460,1:47.8,,,,
9,レアンダー,2025年10月26日,京都,カノープスS,ダ1800,重,14.0,11.0,5,菱田 裕二,,470,1:49.4,,,,
9,レアンダー,2025年7月20日,小倉,宮崎S,ダ1700,良,13.0,2.0,1,幸 英明,,462,1:43.7,,,,
9,レアンダー,2025年6月14日,阪神,三宮S,ダ1800,重,12.0,9.0,4,永島 まなみ,,466,1:50.9,,,,
9,レアンダー,2025年5月11日,東京,立夏S,ダ1600,稍重,16.0,15.0,10,石川 裕紀人,,468,1:35.4,,,,
9,レアンダー,2025年4月20日,阪神,天満橋S,ダ1400,良,16.0,13.0,15,西塚 洸二,,466,1:26.8,,,,
9,レアンダー,2024年12月8日,京都,ブエナビスC,ダ1900,良,10.0,5.0,8,幸 英明,,466,2:01.2,,,,
9,レアンダー,2024年11月10日,京都,ラッキーラC,ダ1800,良,14.0,9.0,12,古川 吉洋,,462,1:54.0,,,,
9,レアンダー,2024年10月13日,京都,アカイトリC,ダ1800,良,13.0,3.0,11,幸 英明,,466,1:53.4,,,,
9,レアンダー,2024年7月7日,小倉,八女特別,ダ1700,良,12.0,3.0,1,幸 英明,,460,1:44.7,,,,
9,レアンダー,2024年6月9日,京都,3歳上1勝クラス,ダ1800,稍重,16.0,14.0,1,国分 優作,,460,1:53.0,,,,
9,レアンダー,2024年5月18日,京都,3歳1勝クラス,ダ1400,良,15.0,7.0,15,幸 英明,,460,1:27.4,,,,
9,レアンダー,2024年2月27日,名古,ストロベリー,ダ1500,重,12.0,,1,幸 英明,,472,1:36.3,,,,
9,レアンダー,2023年11月19日,京都,2歳未勝利,芝1200,稍重,15.0,9.0,4,田口 貫太,,462,1:09.9,,,,
9,レアンダー,2023年10月29日,京都,2歳新馬,芝1400,良,10.0,7.0,6,幸 英明,,462,1:23.6,,,,
9,ヴァレーデラルナ,2023年11月3日,大井,JBCレディ,ダ1800,良,12.0,,11,横山 武史,,516,1:57.9,,,,
9,ヴァレーデラルナ,2023年10月5日,大井,レディスプレ,ダ1800,不良,10.0,,6,横山 武史,,523,1:52.5,,,,
9,ヴァレーデラルナ,2023年5月4日,船橋,かしわ記念,ダ1600,良,13.0,,8,戸崎 圭太,,515,1:41.0,,,,
9,ヴァレーデラルナ,2023年3月1日,川崎,エンプレス杯,ダ2100,良,10.0,,2,岩田 望来,,503,2:19.2,,,,
9,ヴァレーデラルナ,2023年1月25日,大井,TCK女王盃,ダ1800,良,7.0,,2,岩田 望来,,500,1:54.1,,,,
9,ヴァレーデラルナ,2022年11月3日,盛岡,JBCレディ,ダ1800,良,11.0,,1,岩田 望来,,508,1:50.1,,,,
9,ヴァレーデラルナ,2022年10月9日,阪神,トルマリンS,ダ1800,重,14.0,1.0,1,岩田 望来,,510,1:50.3,,,,
9,ヴァレーデラルナ,2022年8月14日,小倉,八女特別,ダ1700,良,15.0,1.0,1,福永 祐一,,510,1:44.8,,,,
9,ヴァレーデラルナ,2022年6月25日,阪神,3歳上1勝クラス,ダ1800,良,16.0,1.0,1,岩田 望来,,506,1:52.2,,,,
9,ヴァレーデラルナ,2022年5月15日,中京,3歳1勝クラス,ダ1800,重,11.0,1.0,2,松田 大作,,508,1:52.9,,,,
9,ヴァレーデラルナ,2022年4月17日,中山,3歳1勝クラス,ダ1800,稍重,13.0,1.0,2,岩田 望来,,496,1:52.9,,,,
9,ヴァレーデラルナ,2022年3月5日,阪神,3歳1勝クラス,ダ1800,良,12.0,2.0,2,岩田 望来,,502,1:53.6,,,,
9,ヴァレーデラルナ,2022年2月19日,阪神,3歳1勝クラス,ダ1800,良,12.0,3.0,2,岩田 望来,,506,1:54.6,,,,
9,ヴァレーデラルナ,2021年12月19日,阪神,2歳未勝利,ダ1800,稍重,12.0,1.0,1,岩田 望来,,504,1:54.1,,,,
9,ヴァレーデラルナ,2021年10月31日,阪神,2歳新馬,芝1600,良,14.0,2.0,4,岩田 望来,,510,1:35.9,,,,
9,ブラックアーメット,2024年7月7日,小倉,プロキオンS,ダ1700,良,16.0,4.0,8,泉谷 楓真,,504,1:43.6,,,,
9,ブラックアーメット,2024年4月6日,福島,吾妻小富士S,ダ1700,良,15.0,3.0,1,泉谷 楓真,,504,1:44.5,,,,
9,ブラックアーメット,2024年1月21日,京都,東海S,ダ1800,重,16.0,15.0,11,泉谷 楓真,,506,1:50.3,,,,
9,ブラックアーメット,2024年1月7日,中山,ポルックスS,ダ1800,良,16.0,8.0,10,泉谷 楓真,,510,1:53.8,,,,
9,ブラックアーメット,2023年11月19日,福島,福島民友C,ダ1700,稍重,15.0,4.0,2,泉谷 楓真,,506,1:42.6,,,,
9,ブラックアーメット,2023年10月9日,東京,グリーンCC,ダ1600,不良,16.0,9.0,10,泉谷 楓真,,510,1:35.9,,,,
9,ブラックアーメット,2023年8月12日,小倉,阿蘇S,ダ1700,良,16.0,8.0,4,泉谷 楓真,,510,1:42.3,,,,
9,ブラックアーメット,2023年5月6日,京都,平城京S,ダ1800,良,15.0,5.0,5,泉谷 楓真,,512,1:51.5,,,,
9,ブラックアーメット,2023年4月8日,福島,吾妻小富士S,ダ1700,良,15.0,11.0,1,泉谷 楓真,,510,1:44.6,,,,
9,ブラックアーメット,2022年8月7日,札幌,エルムS,ダ1700,良,14.0,11.0,7,角田 大和,,506,1:45.0,,,,
9,ブラックアーメット,2022年7月9日,函館,マリーンS,ダ1700,良,14.0,4.0,8,藤岡 佑介,,510,1:44.8,,,,
9,ブラックアーメット,2022年6月26日,函館,大沼S,ダ1700,稍重,10.0,1.0,4,藤岡 佑介,,508,1:44.3,,,,
9,ブラックアーメット,2022年5月1日,福島,吾妻小富士S,ダ1700,重,15.0,4.0,3,泉谷 楓真,,506,1:43.4,,,,
9,ブラックアーメット,2022年3月21日,中京,名古屋城S,ダ1800,稍重,16.0,10.0,6,泉谷 楓真,,510,1:52.4,,,,
9,ブラックアーメット,2022年2月2日,川崎,川崎記念,ダ2100,良,13.0,,4,藤岡 佑介,,508,2:15.9,,,,
9,ブラックアーメット,2021年12月28日,阪神,ベテルギウス,ダ1800,良,16.0,2.0,4,藤岡 佑介,,510,1:52.4,,,,
9,ブラックアーメット,2021年11月13日,阪神,堺ステークス,ダ1800,良,16.0,7.0,1,藤岡 佑介,,510,1:51.4,,,,
9,ブラックアーメット,2021年10月30日,阪神,西脇S,ダ1800,良,16.0,7.0,5,幸 英明,,508,1:53.0,,,,
9,ブラックアーメット,2021年8月15日,小倉,八女特別,ダ1700,重,16.0,1.0,1,川田 将雅,,510,1:44.1,,,,
9,ブラックアーメット,2021年6月20日,東京,ユニコーンS,ダ1600,重,16.0,12.0,10,津村 明秀,,508,1:36.2,,,,
9,ブラックアーメット,2021年5月16日,東京,青竜S,ダ1600,良,12.0,11.0,3,福永 祐一,,508,1:36.4,,,,
9,ブラックアーメット,2021年3月13日,中京,昇竜S,ダ1400,不良,13.0,8.0,7,岩田 望来,,510,1:24.7,,,,
9,ブラックアーメット,2021年1月31日,中京,3歳1勝クラス,ダ1400,稍重,10.0,2.0,1,岩田 望来,,508,1:25.2,,,,
9,ブラックアーメット,2021年1月16日,中京,3歳1勝クラス,ダ1400,良,12.0,3.0,3,武 豊,,508,1:25.1,,,,
9,ブラックアーメット,2020年12月20日,中京,寒椿賞,ダ1400,良,16.0,6.0,4,古川 吉洋,,506,1:25.8,,,,
9,ブラックアーメット,2020年10月25日,京都,なでしこ賞,ダ1400,稍重,10.0,2.0,5,武 豊,,488,1:24.5,,,,
9,ブラックアーメット,2020年9月20日,中京,2歳未勝利,ダ1200,良,13.0,2.0,1,武 豊,,494,1:13.0,,,,
9,ブラックアーメット,2020年6月13日,阪神,2歳新馬,芝1200,稍重,8.0,6.0,3,岩田 望来,,480,1:11.4,,,,
10,ダノンカゼルタ,2026年6月21日,阪神,高砂特別,芝2000,稍重,7.0,5.0,4,M.デムーロ,,480,2:01.3,,,,
