今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,race_id,日付
4,ルックスライクパツ,2024年12月29日,大井,C2八　九,ダ1600,良,14,10,13,達城龍次,56,527(+6),1:48.2,5.1,2021101882,202630071604,2024-12-29
4,ルックスライクパツ,2024年12月5日,大井,C2六　七八(C2七),ダ1200,良,14,7,10,藤本現暉,56,521(-6),1:16.6,2.0,2021101882,202630071604,2024-12-05
4,ルックスライクパツ,2024年11月6日,大井,C2八　九,ダ1200,稍,16,5,16,安藤洋一,56,527(+12),1:19.4,4.5,2021101882,202630071604,2024-11-06
4,ルックスライクパツ,2024年10月16日,大井,C2八　九十(C2九),ダ1200,良,13,10,4,藤本現暉,56,515(-4),1:15.4,0.5,2021101882,202630071604,2024-10-16
4,ルックスライクパツ,2024年10月3日,大井,3歳六　七,ダ1200,良,14,3,2,安藤洋一,56,519(+11),1:15.1,0.8,2021101882,202630071604,2024-10-03
4,オカノティアラ,2026年6月30日,門別,3歳以上C4ー2,ダ1000,良,9,6,6,近藤翔月,54,380(-6),1:03.3,1.0,2023107174,202630071604,2026-06-30
4,オカノティアラ,2026年6月17日,門別,日高山脈襟裳十勝国立(C4),ダ1000,良,11,9,3,井上瑛太,55,386(+12),1:03.1,1.0,2023107174,202630071604,2026-06-17
4,オカノティアラ,2026年5月26日,門別,3歳以上C4ー3,ダ1000,稍,9,2,1,岩橋勇二,55,374(0),1:03.1,-0.9,2023107174,202630071604,2026-05-26
4,オカノティアラ,2026年4月29日,門別,3歳以上C4ー3,ダ1000,良,10,3,2,岩橋勇二,55,374(0),1:03.5,0.1,2023107174,202630071604,2026-04-29
4,オカノティアラ,2026年4月16日,門別,3歳以上C4ー3,ダ1000,良,12,4,7,小川悠汰,52,374(-14),1:04.0,1.9,2023107174,202630071604,2026-04-16
4,オカノティアラ,2026年3月4日,笠松,河渡宿特別(3歳),ダ1400,稍,9,7,中,松本一心,54,388(+5),,,2023107174,202630071604,2026-03-04
4,オカノティアラ,2026年2月6日,笠松,3歳3組,ダ1400,良,8,3,2,望月洵輝,55,383(-10),1:33.2,0.6,2023107174,202630071604,2026-02-06
4,オカノティアラ,2026年1月21日,笠松,第1回笠松・NISS(3歳),ダ1400,良,9,2,5,魚住謙心,55,393(-4),1:34.8,1.3,2023107174,202630071604,2026-01-21
4,オカノティアラ,2025年12月30日,笠松,影艶P全競馬場来場踏(2歳),ダ1400,良,8,2,3,森島貴之,55,397(+1),1:32.3,0.2,2023107174,202630071604,2025-12-30
4,オカノティアラ,2025年12月12日,笠松,2歳2組,ダ1400,良,5,2,2,保園翔也,55,396(-2),1:32.6,0.0,2023107174,202630071604,2025-12-12
4,オカノティアラ,2025年11月12日,門別,グランシャリオドリー(2歳),ダ1000,稍,11,,除,岩橋勇二,55,計不,,,2023107174,202630071604,2025-11-12
4,オカノティアラ,2025年10月30日,門別,2歳3組,ダ1000,稍,11,11,10,亀井洋司,55,398(+2),1:04.3,2.1,2023107174,202630071604,2025-10-30
4,オカノティアラ,2025年10月7日,門別,2歳3組,ダ1000,良,10,10,10,岩橋勇二,55,396(+6),1:04.9,2.1,2023107174,202630071604,2025-10-07
4,オカノティアラ,2025年9月24日,門別,2歳3組,ダ1000,良,10,9,10,落合玄太,55,390(+2),1:04.7,2.8,2023107174,202630071604,2025-09-24
4,オカノティアラ,2025年9月11日,門別,2歳3組,ダ1000,良,7,6,6,石川倭,55,388(-4),1:03.7,1.9,2023107174,202630071604,2025-09-11
4,オカノティアラ,2025年8月26日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1000,良,9,8,9,秋元耕成,55,392(+4),1:04.4,2.2,2023107174,202630071604,2025-08-26
4,オオイシアジサイ,2026年6月17日,門別,日高山脈襟裳十勝国立(C4),ダ1000,良,11,2,2,落合玄太,57,524(-8),1:02.8,0.7,2023102066,202630071604,2026-06-17
4,オオイシアジサイ,2026年6月4日,門別,3歳以上C4ー3,ダ1000,良,12,1,1,落合玄太,57,532(+2),1:02.2,-0.4,2023102066,202630071604,2026-06-04
4,オオイシアジサイ,2026年5月21日,門別,3歳以上C4ー3,ダ1000,良,12,2,2,落合玄太,57,530(0),1:02.4,0.1,2023102066,202630071604,2026-05-21
4,オオイシアジサイ,2026年5月5日,門別,キショウブ特別(C4),ダ1000,稍,12,2,3,桑村真明,57,530(-6),1:02.6,0.5,2023102066,202630071604,2026-05-05
4,オオイシアジサイ,2026年4月23日,門別,3歳以上C4ー3,ダ1000,稍,11,2,2,阿部龍,57,536(+16),1:02.9,0.2,2023102066,202630071604,2026-04-23
4,オオイシアジサイ,2025年11月6日,門別,2歳3組,ダ1000,稍,10,5,8,宮内勇樹,56,520(0),1:03.6,1.5,2023102066,202630071604,2025-11-06
4,オオイシアジサイ,2025年10月22日,門別,イチョウ特別(2歳),ダ1000,稍,10,2,9,桑村真明,56,520(+4),1:03.9,1.4,2023102066,202630071604,2025-10-22
4,オオイシアジサイ,2025年10月2日,門別,2歳未勝利(未勝利),ダ1000,稍,11,2,1,桑村真明,56,516(-2),1:02.6,0.0,2023102066,202630071604,2025-10-02
4,オオイシアジサイ,2025年9月18日,門別,日高町くるみちゃん賞(未勝利)(2歳),ダ1000,良,12,1,6,桑村真明,56,518(+4),1:04.9,2.2,2023102066,202630071604,2025-09-18
4,オオイシアジサイ,2025年9月4日,門別,2歳未勝利(未勝利),ダ1000,稍,11,3,2,桑村真明,55,514(+8),1:02.0,0.0,2023102066,202630071604,2025-09-04
4,オオイシアジサイ,2025年8月20日,門別,2歳未勝利(未勝利),ダ1200,重,11,2,7,黒澤愛斗,55,506(-10),1:18.6,2.8,2023102066,202630071604,2025-08-20
4,オオイシアジサイ,2025年8月6日,門別,2歳未勝利(未勝利),ダ1000,良,12,5,3,黒澤愛斗,55,516(+4),1:02.7,0.2,2023102066,202630071604,2025-08-06
4,オオイシアジサイ,2025年7月24日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,6,4,6,服部茂史,55,512(0),1:13.0,2.5,2023102066,202630071604,2025-07-24
4,サンヨウコイノボリ,2026年6月30日,門別,ホクレンBB肥料賞(C4),ダ1000,良,8,2,5,石川倭,55,412(+4),1:03.8,0.7,2023103200,202630071604,2026-06-30
4,サンヨウコイノボリ,2026年6月11日,門別,3歳以上C4ー3,ダ1000,良,12,1,1,石川倭,55,408(-2),1:03.0,-0.2,2023103200,202630071604,2026-06-11
4,サンヨウコイノボリ,2026年6月4日,門別,3歳以上C4ー3,ダ1000,良,12,2,4,桑村真明,55,410(+2),1:03.9,1.7,2023103200,202630071604,2026-06-04
4,サンヨウコイノボリ,2026年5月20日,門別,3歳以上C4ー3,ダ1000,良,12,4,2,阿部龍,55,408(0),1:02.7,0.8,2023103200,202630071604,2026-05-20
4,サンヨウコイノボリ,2026年5月5日,門別,キショウブ特別(C4),ダ1000,稍,12,5,5,岩橋勇二,55,408(0),1:03.2,1.1,2023103200,202630071604,2026-05-05
4,サンヨウコイノボリ,2026年4月13日,名古屋,3歳3組,ダ1400,良,12,11,9,加藤聡一,55,408(+7),1:32.8,1.4,2023103200,202630071604,2026-04-13
4,サンヨウコイノボリ,2026年3月26日,名古屋,3歳3組,ダ1500,重,10,8,6,大原浩司,55,401(-3),1:40.4,1.7,2023103200,202630071604,2026-03-26
4,サンヨウコイノボリ,2026年3月13日,名古屋,3歳4組,ダ1700,良,11,10,6,筒井勇介,55,404(+2),1:55.2,1.5,2023103200,202630071604,2026-03-13
4,サンヨウコイノボリ,2026年2月27日,名古屋,3歳3組,ダ1500,重,11,9,7,筒井勇介,55,402(-3),1:39.9,0.7,2023103200,202630071604,2026-02-27
4,サンヨウコイノボリ,2026年2月12日,名古屋,3歳3組,ダ1400,稍,11,9,7,明星晴大,55,405(-1),1:33.8,1.7,2023103200,202630071604,2026-02-12
4,サンヨウコイノボリ,2026年1月29日,名古屋,"1,700m戦黄金梅(3歳)",ダ1700,良,11,8,9,加藤聡一,55,406(-2),1:55.6,2.1,2023103200,202630071604,2026-01-29
4,サンヨウコイノボリ,2026年1月14日,名古屋,3歳3組,ダ1700,良,11,10,5,加藤聡一,55,408(-3),1:54.8,1.2,2023103200,202630071604,2026-01-14
4,サンヨウコイノボリ,2026年1月4日,名古屋,梅花特別(3歳),ダ1400,良,11,10,10,加藤聡一,55,411(+2),1:33.2,3.7,2023103200,202630071604,2026-01-04
4,サンヨウコイノボリ,2025年12月23日,名古屋,初翔特別(2歳),ダ1400,稍,10,8,9,友森翔太,55,409(0),1:33.8,3.7,2023103200,202630071604,2025-12-23
4,サンヨウコイノボリ,2025年11月26日,名古屋,2歳2組,ダ1500,良,12,3,4,加藤聡一,55,409(-2),1:40.2,1.5,2023103200,202630071604,2025-11-26
4,サンヨウコイノボリ,2025年10月31日,名古屋,2歳3組,ダ920,良,12,1,1,加藤聡一,55,411(-9),0:57.9,-0.9,2023103200,202630071604,2025-10-31
4,スティールアンバー,2026年5月27日,門別,3歳以上C4ー2,ダ1000,良,12,1,2,桑村真明,57,498(-2),1:02.2,0.0,2023100836,202630071604,2026-05-27
4,スティールアンバー,2026年5月5日,門別,3歳条件未勝利(未勝利),ダ1000,稍,12,1,1,桑村真明,57,500(+20),1:02.9,-0.3,2023100836,202630071604,2026-05-05
4,スティールアンバー,2025年4月24日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,重,9,1,3,桑村真明,55,480(0),1:02.1,1.5,2023100836,202630071604,2025-04-24
4,スイレンチャン,2026年7月2日,門別,3歳以上C4ー2,ダ1000,良,11,8,3,落合玄太,55,472(-4),1:03.3,0.8,2022106084,202630071604,2026-07-02
4,スイレンチャン,2026年6月9日,門別,グランシャリオドリー(C4),ダ1000,重,10,6,7,落合玄太,55,476(+4),1:03.2,1.9,2022106084,202630071604,2026-06-09
4,スイレンチャン,2026年5月14日,門別,3歳以上C4ー2,ダ1000,良,11,8,10,小野楓馬,55,472(-2),1:04.0,2.1,2022106084,202630071604,2026-05-14
4,スイレンチャン,2026年4月30日,門別,3歳以上C4ー2,ダ1000,良,12,9,9,石川慎将,55,474(+6),1:03.9,1.3,2022106084,202630071604,2026-04-30
4,スイレンチャン,2026年4月15日,門別,3歳以上C4ー2,ダ1000,良,11,5,10,小野楓馬,55,468(+5),1:03.5,1.9,2022106084,202630071604,2026-04-15
4,スイレンチャン,2026年3月4日,川崎,C2七,ダ1400,不,12,6,8,中山遥人,52,463(+10),1:34.4,2.8,2022106084,202630071604,2026-03-04
4,スイレンチャン,2026年2月5日,川崎,C2六　七,ダ1400,良,12,11,10,中山遥人,52,453(-5),1:34.3,1.6,2022106084,202630071604,2026-02-05
4,スイレンチャン,2026年1月23日,船橋,C2七　八九　ウ(C2八),ダ1200,良,12,8,9,田中涼,54,458(-1),1:18.8,2.8,2022106084,202630071604,2026-01-23
4,スイレンチャン,2026年1月1日,川崎,二鷹賞(C2),ダ1400,稍,13,9,11,櫻井光輔,54,459(+2),1:35.6,2.6,2022106084,202630071604,2026-01-01
4,スイレンチャン,2025年12月16日,川崎,雷火賞(C2),ダ900,重,12,6,8,櫻井光輔,54,457(-21),0:57.1,0.9,2022106084,202630071604,2025-12-16
4,スイレンチャン,2025年10月30日,門別,3歳以上C4ー2,ダ1000,稍,11,2,3,石川倭,55,478(+2),1:03.4,1.3,2022106084,202630071604,2025-10-30
4,スイレンチャン,2025年10月16日,門別,3歳以上C4ー2,ダ1000,稍,12,7,6,服部茂史,55,476(+6),1:03.7,0.8,2022106084,202630071604,2025-10-16
4,スイレンチャン,2025年10月2日,門別,3歳以上C4ー3,ダ1000,稍,10,4,10,阿部龍,55,470(+4),1:05.0,2.3,2022106084,202630071604,2025-10-02
4,スイレンチャン,2025年8月27日,門別,新ひだか建設協会賞(C4),ダ1000,良,11,4,8,桑村真明,55,466(+2),1:04.6,1.6,2022106084,202630071604,2025-08-27
4,スイレンチャン,2025年8月12日,門別,3歳以上C4ー3,ダ1000,良,9,2,4,宮内勇樹,55,464(-6),1:03.4,0.5,2022106084,202630071604,2025-08-12
4,スイレンチャン,2025年7月8日,門別,3歳以上C4ー4,ダ1000,良,9,1,1,阿部龍,55,470(-2),1:03.5,-0.2,2022106084,202630071604,2025-07-08
4,ゴールデンアイル,2026年7月1日,門別,道産子ポイントガード(C4),ダ1200,良,11,6,7,松井伸也,55,438(0),1:17.8,2.0,2021101144,202630071604,2026-07-01
4,ゴールデンアイル,2026年6月18日,門別,門別温泉とねっこの湯(C4),ダ1200,良,12,11,7,阿岸潤一,54,438(+6),1:16.8,1.2,2021101144,202630071604,2026-06-18
4,ゴールデンアイル,2026年6月3日,門別,ゲラニウム特別(C4),ダ1500,良,12,11,8,阿岸潤一,54,432(-4),1:40.5,3.0,2021101144,202630071604,2026-06-03
4,ゴールデンアイル,2026年5月21日,門別,3歳以上C4ー2,ダ1000,良,12,12,7,阿岸潤一,54,436(+6),1:03.6,1.7,2021101144,202630071604,2026-05-21
4,ゴールデンアイル,2026年5月5日,門別,3歳以上C4ー2,ダ1000,稍,12,12,10,阿岸潤一,54,430(-12),1:04.2,2.1,2021101144,202630071604,2026-05-05
4,ゴールデンアイル,2026年4月22日,門別,3歳以上C4ー2,ダ1000,稍,12,11,6,井上瑛太,55,442(-4),1:03.5,2.1,2021101144,202630071604,2026-04-22
4,ゴールデンアイル,2025年11月11日,門別,がんばれ馬産地日高賞(C3),ダ1000,稍,12,12,7,藤田凌駕,53,446(-4),1:02.7,0.7,2021101144,202630071604,2025-11-11
4,ゴールデンアイル,2025年10月30日,門別,3歳以上C3ー2C4,ダ1000,稍,12,11,9,松井伸也,55,450(+2),1:04.1,1.6,2021101144,202630071604,2025-10-30
4,ゴールデンアイル,2025年10月16日,門別,3歳以上C3ー2C4,ダ1000,稍,10,5,9,松井伸也,55,448(+4),1:03.6,1.0,2021101144,202630071604,2025-10-16
4,ゴールデンアイル,2025年10月2日,門別,3歳以上C3ー2C4,ダ1000,稍,12,10,11,亀井洋司,55,444(+2),1:03.6,2.6,2021101144,202630071604,2025-10-02
4,ゴールデンアイル,2025年9月18日,門別,日高サラブレッドサブ(C3),ダ1000,良,11,6,8,亀井洋司,55,442(0),1:03.8,0.6,2021101144,202630071604,2025-09-18
4,ゴールデンアイル,2025年9月4日,門別,3歳以上C3ー2C4,ダ1000,稍,11,8,7,亀井洋司,55,442(+4),1:03.0,0.9,2021101144,202630071604,2025-09-04
4,ゴールデンアイル,2025年8月14日,門別,教養センター騎手候補(C3),ダ1000,良,10,7,3,及川烈,54,438(+4),1:02.7,0.5,2021101144,202630071604,2025-08-14
4,ゴールデンアイル,2025年7月30日,門別,ホクレンパールライス(C3),ダ1000,,0,,,及川烈,54,計不,,,2021101144,202630071604,2025-07-30
4,ゴールデンアイル,2025年7月17日,門別,3歳以上C3ー2C4,ダ1200,稍,9,7,7,亀井洋司,55,434(+6),1:18.0,3.4,2021101144,202630071604,2025-07-17
4,ゴールデンアイル,2025年6月26日,門別,地酒「縁」「結」で縁(C3),ダ1000,稍,11,11,7,岩橋勇二,55,428(-2),1:02.9,2.0,2021101144,202630071604,2025-06-26
4,エイシンキャノピー,2026年7月9日,門別,3歳以上C4ー2,ダ1000,良,7,7,7,坂下秀樹,55,466(+2),1:05.4,2.6,2022103164,202630071604,2026-07-09
4,エイシンキャノピー,2026年7月2日,門別,3歳以上C4ー2,ダ1000,良,11,11,10,坂下秀樹,55,464(+4),1:05.1,2.6,2022103164,202630071604,2026-07-02
4,エイシンキャノピー,2026年6月24日,門別,3歳以上C4ー2,ダ1000,良,9,9,9,坂下秀樹,55,460(+2),1:05.2,3.3,2022103164,202630071604,2026-06-24
4,エイシンキャノピー,2026年6月17日,門別,日高山脈襟裳十勝国立(C4),ダ1000,良,11,11,11,坂下秀樹,55,458(+4),1:06.4,4.3,2022103164,202630071604,2026-06-17
4,エイシンキャノピー,2026年6月9日,門別,グランシャリオドリー(C4),ダ1000,重,10,10,10,坂下秀樹,55,454(+6),1:05.2,3.9,2022103164,202630071604,2026-06-09
4,エイシンキャノピー,2026年5月28日,門別,DOセール賞(C4),ダ1000,稍,12,12,12,坂下秀樹,55,448(+6),1:05.0,2.9,2022103164,202630071604,2026-05-28
4,エイシンキャノピー,2026年5月13日,門別,3歳以上C4ー2,ダ1000,良,12,11,12,藤田凌駕,53,442(-2),1:04.6,2.5,2022103164,202630071604,2026-05-13
4,エイシンキャノピー,2026年5月5日,門別,3歳以上C4ー2,ダ1700,稍,10,10,10,小川悠汰,52,444(-2),1:59.1,6.1,2022103164,202630071604,2026-05-05
4,エイシンキャノピー,2026年4月30日,門別,3歳以上C4ー2,ダ1000,良,12,12,12,坂下秀樹,55,446(0),1:04.5,1.9,2022103164,202630071604,2026-04-30
4,エイシンキャノピー,2026年4月23日,門別,3歳以上C4ー2,ダ1200,稍,10,10,10,藤田凌駕,53,446(-6),1:21.0,5.1,2022103164,202630071604,2026-04-23
4,エイシンキャノピー,2026年4月16日,門別,3歳以上C4ー2,ダ1000,良,12,12,12,坂下秀樹,55,452(-7),1:05.7,3.4,2022103164,202630071604,2026-04-16
4,エイシンキャノピー,2026年3月4日,川崎,2026川崎ジョッキ(C2),ダ1500,不,14,13,14,古岡勇樹,54,459(+4),1:41.8,4.9,2022103164,202630071604,2026-03-04
4,エイシンキャノピー,2026年2月4日,川崎,C2四　五,ダ1400,良,12,11,9,服部茂史,54,455(-9),1:34.5,1.9,2022103164,202630071604,2026-02-04
4,エイシンキャノピー,2026年1月1日,川崎,四扇賞(C2),ダ900,稍,12,11,12,服部茂史,54,464(+6),0:57.8,2.8,2022103164,202630071604,2026-01-01
4,エイシンキャノピー,2025年12月19日,川崎,天雷賞(C2),ダ900,稍,10,8,9,増田充宏,54,458(-4),0:57.7,2.6,2022103164,202630071604,2025-12-19
4,エイシンキャノピー,2025年11月19日,川崎,C2三　四五(C2四),ダ1400,良,12,10,11,岡村裕基,54,462(-2),1:36.3,3.5,2022103164,202630071604,2025-11-19
6,ポコアポコ,2026年5月14日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,7,,取,落合玄太,55,計不,,,2024107266,202630071606,2026-05-14
7,レヴァンターセ,2026年7月1日,門別,ゴールデンルーキー市(C4),ダ1200,良,8,1,7,小野楓馬,57,478(+12),1:18.1,3.1,2023100107,202630071607,2026-07-01
7,レヴァンターセ,2026年6月11日,門別,3歳以上C4ー2,ダ1200,良,8,,除,小野楓馬,57,474(+8),,,2023100107,202630071607,2026-06-11
7,レヴァンターセ,2026年5月23日,京都,3歳未勝利,ダ1200,稍,16,15,10,川端海翼,54,466(+2),1:13.0,1.2,2023100107,202630071607,2026-05-23
7,レヴァンターセ,2026年3月29日,中京,3歳未勝利,ダ1200,良,15,10,9,小林美駒,54,464(-2),1:14.8,1.8,2023100107,202630071607,2026-03-29
7,レヴァンターセ,2026年2月14日,京都,3歳未勝利,ダ1400,稍,16,11,14,浜中俊,57,466(-2),1:29.0,3.8,2023100107,202630071607,2026-02-14
7,レヴァンターセ,2026年1月31日,京都,3歳未勝利,ダ1400,良,13,7,7,団野大成,57,468(0),1:27.2,1.6,2023100107,202630071607,2026-01-31
7,フックセンチョウ,2026年7月1日,門別,ゴールデンルーキー市(C4),ダ1200,良,8,8,4,黒澤愛斗,57,448(-2),1:17.1,2.1,2023104595,202630071607,2026-07-01
7,フックセンチョウ,2026年6月18日,門別,門別温泉とねっこの湯(C4),ダ1200,良,12,8,10,黒澤愛斗,57,450(0),1:18.1,2.5,2023104595,202630071607,2026-06-18
7,フックセンチョウ,2026年6月4日,門別,えんどう豆生まれドリ(C4),ダ1200,良,13,9,6,黒澤愛斗,57,450(0),1:16.7,2.4,2023104595,202630071607,2026-06-04
7,フックセンチョウ,2026年5月20日,門別,3歳以上C4ー2,ダ1800,良,11,9,10,黒澤愛斗,57,450(+2),2:02.8,4.2,2023104595,202630071607,2026-05-20
7,フックセンチョウ,2026年5月5日,門別,3歳以上C4ー2,ダ1800,稍,9,5,3,黒澤愛斗,57,448(-4),2:02.7,2.2,2023104595,202630071607,2026-05-05
7,フックセンチョウ,2026年4月23日,門別,3歳以上C4ー2,ダ1200,稍,10,7,4,黒澤愛斗,57,452(+16),1:17.3,1.4,2023104595,202630071607,2026-04-23
7,フックセンチョウ,2026年3月22日,中山,3歳未勝利,芝2000,良,18,18,16,野中悠太,57,436(-4),2:03.3,3.8,2023104595,202630071607,2026-03-22
7,フックセンチョウ,2026年3月8日,中山,3歳未勝利,芝1800,良,16,15,15,菊沢一樹,57,440(+2),1:50.9,3.9,2023104595,202630071607,2026-03-08
7,フックセンチョウ,2026年1月5日,中山,3歳未勝利,ダ1200,稍,16,14,16,長浜鴻緒,55,438(-6),1:15.8,3.4,2023104595,202630071607,2026-01-05
7,フックセンチョウ,2025年10月13日,東京,2歳未勝利,芝1400,良,12,12,11,石田拓郎,53,444(+4),1:24.4,2.4,2023104595,202630071607,2025-10-13
7,フックセンチョウ,2025年9月27日,中山,2歳未勝利,芝1600,良,16,13,16,柴田善臣,55,440(-2),1:36.4,2.5,2023104595,202630071607,2025-09-27
7,フックセンチョウ,2025年9月6日,中山,2歳新馬,芝1200,良,16,14,12,柴田善臣,55,442(0),1:10.7,1.7,2023104595,202630071607,2025-09-06
7,カネショウラッシュ,2026年7月2日,門別,3歳以上C4ー2,ダ1200,良,9,5,4,宮内勇樹,57,508(-2),1:16.5,0.3,2022100307,202630071607,2026-07-02
7,カネショウラッシュ,2026年6月18日,門別,とみくるマルシェ賞(C4),ダ1200,良,13,8,5,宮内勇樹,57,510(+2),1:16.0,0.7,2022100307,202630071607,2026-06-18
7,カネショウラッシュ,2026年6月3日,門別,グランシャリオドリー(C4),ダ1700,良,12,10,7,藤田凌駕,55,508(-6),1:53.9,1.8,2022100307,202630071607,2026-06-03
